Player ID,Player,Nationality,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Recovery Time(days),total_minutes_played,matches_played,total_yellow_cards,total_red_cards,total_goals,total_assists,fatigue_level
378710,Richarlison,Brazil,Tottenham,Center Forward,28,2022/23,81,Hamstring injury,2022-12-09,,,2626.0,36.0,5.0,0.0,10.0,6.0,50.75
378710,Richarlison,Brazil,Tottenham,Center Forward,28,2022/23,81,Groin Surgery,,2023-12-03,,2626.0,36.0,5.0,0.0,10.0,6.0,50.75
192765,Ben Davies,Wales,Tottenham,Center Back,27,2019/20,79,Groin Surgery,,,,1410.0,24.0,1.0,0.0,0.0,1.0,27.25
192765,Ben Davies,Wales,Tottenham,Center Back,27,2019/20,79,Ankle sprain,2019-08-08,,,1410.0,24.0,1.0,0.0,0.0,1.0,27.25
192765,Ben Davies,Wales,Tottenham,Center Back,28,2020/21,79,Shin injury,,,,2558.0,33.0,6.0,0.0,0.0,4.0,49.44
192765,Ben Davies,Wales,Tottenham,Center Back,30,2022/23,76,Shin injury,,2022-10-03,,3460.0,42.0,5.0,0.0,3.0,1.0,66.87
406638,Oliver Skipp,England,Tottenham,Defensive Midfielder,19,2019/20,67,Hip injury,2019-11-09,2019-12-04,25.0,335.0,11.0,1.0,0.0,0.0,2.0,6.47
406638,Oliver Skipp,England,Tottenham,Defensive Midfielder,22,2021/22,77,Inflammation bone,2022-02-05,,,1184.0,17.0,5.0,0.0,0.0,0.0,22.88
406638,Oliver Skipp,England,Tottenham,Defensive Midfielder,22,2022/23,77,Foot injury,,,,373.0,12.0,2.0,0.0,0.0,0.0,7.21
132098,Harry Kane,England,Tottenham,Center Forward,26,2019/20,89,Ill,2019-11-01,2019-11-04,3.0,3128.0,36.0,4.0,0.0,23.0,3.0,60.46
132098,Harry Kane,England,Tottenham,Center Forward,27,2019/20,89,Torn thigh muscle,2020-01-02,2020-03-09,67.0,3128.0,36.0,4.0,0.0,23.0,3.0,60.46
132098,Harry Kane,England,Tottenham,Center Forward,27,2019/20,89,Fitness,2020-03-09,2020-04-01,23.0,3128.0,36.0,4.0,0.0,23.0,3.0,60.46
132098,Harry Kane,England,Tottenham,Center Forward,28,2020/21,89,Ankle sprain,,2021-02-05,,2532.0,31.0,3.0,0.0,22.0,13.0,48.94
132098,Harry Kane,England,Tottenham,Center Forward,28,2020/21,89,Ankle sprain,,,,2532.0,31.0,3.0,0.0,22.0,13.0,48.94
175722,Eric Dier,England,Tottenham,Center Back,25,2019/20,79,Hip injury,,,,1335.0,23.0,6.0,0.0,1.0,1.0,25.8
175722,Eric Dier,England,Tottenham,Center Back,26,2020/21,79,Muscle injury,,,,2666.0,33.0,2.0,0.0,0.0,1.0,51.53
175722,Eric Dier,England,Tottenham,Center Back,28,2021/22,80,Thigh Problems,2022-01-03,,,3192.0,36.0,3.0,0.0,0.0,0.0,61.69
175722,Eric Dier,England,Tottenham,Center Back,28,2021/22,80,Thigh Problems,2022-02-04,,,3192.0,36.0,3.0,0.0,0.0,0.0,61.69
392775,Ryan Sessegnon,England,Tottenham,Left Back,21,2021/22,74,Bruise,2021-09-01,,,1167.0,19.0,2.0,0.0,0.0,1.0,22.56
392775,Ryan Sessegnon,England,Tottenham,Left Back,21,2021/22,74,Muscle injury,,2022-01-07,,1167.0,19.0,2.0,0.0,0.0,1.0,22.56
392775,Ryan Sessegnon,England,Tottenham,Left Back,22,2021/22,75,Hamstring injury,2022-03-07,2022-04-07,31.0,1167.0,19.0,2.0,0.0,0.0,1.0,22.56
392775,Ryan Sessegnon,England,Tottenham,Left Back,23,2022/23,76,Hamstring injury,,,,1873.0,29.0,6.0,0.0,2.0,2.0,36.2
476344,Emerson Royal,Brazil,Tottenham,Right Back,22,2021/22,78,Unknown surgery,2021-12-03,,,3366.0,42.0,7.0,0.0,2.0,5.0,65.06
476344,Emerson Royal,Brazil,Tottenham,Right Back,24,2022/23,78,Knee injury,,2023-05-01,,2601.0,39.0,4.0,1.0,1.0,1.0,50.27
171679,Matt Doherty,Ireland,Tottenham,Right Back,28,2020/21,74,Coronavirus,,,,3332.0,39.0,3.0,0.0,2.0,5.0,64.4
171679,Matt Doherty,Ireland,Tottenham,Right Back,29,2020/21,81,Unknown injury,,,,3332.0,39.0,3.0,0.0,2.0,5.0,64.4
171679,Matt Doherty,Ireland,Tottenham,Right Back,29,2020/21,81,Muscle injury,2021-04-01,,,3332.0,39.0,3.0,0.0,2.0,5.0,64.4
171679,Matt Doherty,Ireland,Tottenham,Right Back,29,2021/22,81,Unknown injury,,,,1254.0,20.0,4.0,0.0,0.0,3.0,24.24
171679,Matt Doherty,Ireland,Tottenham,Right Midfielder,30,2021/22,77,Internal ligament tear,,,,1254.0,20.0,4.0,0.0,0.0,3.0,24.24
348795,Giovani Lo Celso,Argentina,Tottenham,Central Midfielder ,23,2019/20,82,Hip injury,2019-09-07,,,2546.0,38.0,7.0,0.0,9.0,4.0,49.21
348795,Giovani Lo Celso,Argentina,Tottenham,Central Midfielder ,24,2020/21,82,Hamstring injury,,,,2616.0,43.0,10.0,0.0,6.0,4.0,50.56
348795,Giovani Lo Celso,Argentina,Tottenham,Central Midfielder ,24,2020/21,82,Muscle Strain,2020-10-02,,,2616.0,43.0,10.0,0.0,6.0,4.0,50.56
348795,Giovani Lo Celso,Argentina,Tottenham,Central Midfielder ,26,2021/22,88,Quarantine,2021-09-09,,,955.0,17.0,2.0,0.0,0.0,0.0,18.46
348795,Giovani Lo Celso,Argentina,Tottenham,Central Midfielder ,25,2021/22,88,Knee injury,,,,955.0,17.0,2.0,0.0,0.0,0.0,18.46
348795,Giovani Lo Celso,Argentina,Tottenham,Central Midfielder ,25,2021/22,88,Shin injury,,,,955.0,17.0,2.0,0.0,0.0,0.0,18.46
348795,Giovani Lo Celso,Argentina,Tottenham,Central Midfielder ,27,2023/24,81,Hamstring injury,,2023-10-05,,1056.0,25.0,3.0,0.0,3.0,5.0,20.41
348795,Giovani Lo Celso,Argentina,Tottenham,Central Midfielder ,27,2023/24,81,Unknown injury,,,,1056.0,25.0,3.0,0.0,3.0,5.0,20.41
348795,Giovani Lo Celso,Argentina,Tottenham,Central Midfielder ,28,2023/24,80,Muscle Strain,2024-01-06,,,1056.0,25.0,3.0,0.0,3.0,5.0,20.41
348795,Giovani Lo Celso,Argentina,Tottenham,Central Midfielder ,28,2023/24,80,Knee injury,,,,1056.0,25.0,3.0,0.0,3.0,5.0,20.41
537382,Bryan Gil,Spain,Tottenham,Left winger,20,2021/22,66,Hamstring injury,,,,1718.0,28.0,6.0,0.0,4.0,5.0,33.2
537382,Bryan Gil,Spain,Tottenham,Left winger,20,2021/22,73,Coronavirus,2021-12-06,,,1718.0,28.0,6.0,0.0,4.0,5.0,33.2
537382,Bryan Gil,Spain,Tottenham,Left winger,21,2022/23,77,Knock,,,,1134.0,24.0,3.0,0.0,0.0,1.0,21.92
537382,Bryan Gil,Spain,Tottenham,Left winger,22,2023/24,77,Inflammation of pubic bone,2023-08-02,2023-10-05,64.0,1773.0,37.0,7.0,0.0,2.0,4.0,34.27
537382,Bryan Gil,Spain,Tottenham,Left winger,22,2020/21,66,Knock,2020-11-06,,,1416.0,24.0,4.0,0.0,1.0,0.0,27.37
192080,Nick Pope,England,Burnley,Goalkeeper,28,2020/21,82,head injury,2020-11-27,2020-12-04,7.0,2880.0,32.0,1.0,0.0,0.0,0.0,55.66
192080,Nick Pope,England,Burnley,Goalkeeper,28,2020/21,82,knee surgery,2021-05-12,2021-06-30,49.0,2880.0,32.0,1.0,0.0,0.0,0.0,55.66
192080,Nick Pope,England,Burnley,Goalkeeper,29,2021/22,82,Coronavirus,2021-12-29,2022-01-06,8.0,2970.0,33.0,1.0,0.0,0.0,0.0,57.4
173504,James Tarkowski,England,Burnley,Center Back,27,2020/21,81,toe injury,2020-09-16,2020-09-29,13.0,2970.0,33.0,8.0,0.0,1.0,1.0,57.4
293569,Josh Brownhill,England,Burnley,Central Midfielder,24,2020/21,76,ankle injury,2021-01-28,2021-02-12,15.0,2156.0,25.0,3.0,0.0,0.0,0.0,41.67
293569,Josh Brownhill,England,Burnley,Central Midfielder,26,2021/22,75,Coronavirus,2021-12-13,2022-01-06,24.0,2753.0,34.0,5.0,0.0,0.0,1.0,53.21
128229,Robbie Brady,Ireland,Burnley,Left Midfielder,28,2020/21,74,chest injury,2020-09-21,2020-10-02,11.0,786.0,16.0,2.0,0.0,1.0,1.0,15.19
128229,Robbie Brady,Ireland,Burnley,Left Midfielder,28,2020/21,74,hamstring injury,2020-11-24,2020-12-04,10.0,786.0,16.0,2.0,0.0,1.0,1.0,15.19
128229,Robbie Brady,Ireland,Burnley,Left Midfielder,28,2020/21,74,hamstring injury,2020-12-22,2020-12-28,6.0,786.0,16.0,2.0,0.0,1.0,1.0,15.19
128229,Robbie Brady,Ireland,Burnley,Left Midfielder,29,2020/21,74,calf injury,2021-02-01,2021-02-12,11.0,786.0,16.0,2.0,0.0,1.0,1.0,15.19
584769,Dwight McNeil,England,Burnley,Left winger,21,2020/21,77,groin injury,2020-12-22,2021-01-11,20.0,2797.0,32.0,3.0,0.0,1.0,3.0,54.06
89231,Jóhann Berg Gudmundsson,Iceland,Burnley,Right winger,28,2019/20,77,calf strain,2019-08-26,2019-09-27,32.0,876.0,20.0,0.0,0.0,2.0,2.0,16.93
89231,Jóhann Berg Gudmundsson,Iceland,Burnley,Right winger,29,2019/20,77,hamstring strain,2019-10-13,2019-12-25,73.0,876.0,20.0,0.0,0.0,2.0,2.0,16.93
89231,Jóhann Berg Gudmundsson,Iceland,Burnley,Right winger,29,2019/20,77,hamstring strain,2020-01-05,2020-07-04,181.0,876.0,20.0,0.0,0.0,2.0,2.0,16.93
89231,Jóhann Berg Gudmundsson,Iceland,Burnley,Right winger,29,2020/21,77,knee injury,2020-09-18,2020-10-02,14.0,553.0,11.0,0.0,0.0,0.0,1.0,10.69
89231,Jóhann Berg Gudmundsson,Iceland,Burnley,Right winger,30,2020/21,77,hamstring strain,2020-10-28,2020-11-05,8.0,553.0,11.0,0.0,0.0,0.0,1.0,10.69
89231,Jóhann Berg Gudmundsson,Iceland,Burnley,Right winger,30,2020/21,77,hamstring strain,2020-11-29,2021-01-11,43.0,553.0,11.0,0.0,0.0,0.0,1.0,10.69
89231,Jóhann Berg Gudmundsson,Iceland,Burnley,Right winger,30,2020/21,77,groin strain,2021-02-18,2021-03-04,14.0,553.0,11.0,0.0,0.0,0.0,1.0,10.69
89231,Jóhann Berg Gudmundsson,Iceland,Burnley,Right winger,31,2021/22,73,appendectomy and calf injury,2022-01-24,2022-08-21,209.0,2426.0,37.0,4.0,0.0,2.0,1.0,46.89
89231,Jóhann Berg Gudmundsson,Iceland,Burnley,Right winger,32,2023/24,72,muscle injury,2023-09-23,2023-10-22,29.0,849.0,14.0,2.0,0.0,0.0,2.0,16.41
101500,Matej Vydra,Czech Republic,Burnley,Center Forward,27,2019/20,73,hip injury,2019-11-03,2019-12-03,30.0,283.0,12.0,0.0,0.0,0.0,3.0,5.47
101500,Matej Vydra,Czech Republic,Burnley,Center Forward,28,2020/21,74,back injury,2020-12-18,2020-01-11,-342.0,937.0,24.0,0.0,0.0,2.0,0.0,18.11
101500,Matej Vydra,Czech Republic,Burnley,Center Forward,28,2020/21,74,hamstring injury,2021-02-10,2021-02-18,8.0,937.0,24.0,0.0,0.0,2.0,0.0,18.11
101500,Matej Vydra,Czech Republic,Burnley,Center Forward,29,2021/22,73,groin surgery and elbow injury,2022-02-03,2022-02-28,25.0,1752.0,37.0,0.0,0.0,5.0,3.0,33.86
121267,Connor Roberts,Wales,Burnley,Right Back,26,2021/22,75,infection,2021-12-08,2022-01-09,32.0,,,,,,,
214666,Connor Roberts,Wales,Burnley,Right Back,26,2021/22,75,infection,2021-12-08,2022-01-09,32.0,15.0,1.0,0.0,0.0,0.0,0.0,0.29
234781,Maxwel Cornet,Cote d'Ivoire,Burnley,Left winger,25,2021/22,75,hamstring injury,2021-12-04,2021-12-31,27.0,1875.0,30.0,4.0,0.0,6.0,3.0,36.24
234781,Maxwel Cornet,Cote d'Ivoire,Burnley,Left winger,25,2021/22,75,knee problems,2022-04-22,2022-05-05,13.0,1875.0,30.0,4.0,0.0,6.0,3.0,36.24
403898,Jordan Beyer,Germany,Burnley,Center Back,23,2023/24,75,meniscus injury,2023-10-04,2023-10-30,26.0,1570.0,19.0,7.0,0.0,0.0,1.0,30.34
403898,Jordan Beyer,Germany,Burnley,Center Back,23,2023/24,75,knee injury,2024-01-08,,,1570.0,19.0,7.0,0.0,0.0,1.0,30.34
392179,Hjalmar Ekdal,Sweden,Burnley,Center Back,23,2023/24,73,knee injury,2023-08-30,2023-11-18,80.0,164.0,4.0,2.0,0.0,0.0,0.0,3.17
381963,Mike Trésor,Belgium,Burnley,Left winger,24,2023/24,78,hamstring injury,2023-08-10,2023-09-17,38.0,2205.0,36.0,1.0,0.0,4.0,9.0,42.62
745461,Luca Koleosho,Italy,Burnley,Right winger,19,2023/24,68,knee injury,2023-12-06,2024-06-17,194.0,1039.0,18.0,0.0,0.0,2.0,1.0,20.08
467623,Lyle Foster,South Africa,Burnley,Center Forward,23,2023/24,69,depression,2023-11-09,2023-12-10,31.0,1506.0,20.0,0.0,1.0,4.0,5.0,29.11
620598,Ameen Al-Dakhil,Belgium,Burnley,Center Back,21,2023/24,72,muscle injury,2024-02-08,2024-09-23,228.0,1478.0,19.0,3.0,0.0,0.0,0.0,28.57
468249,Vitinho,Brazil,Burnley,Right Back,24,2023/24,71,knee injury,2023-08-30,2023-09-25,26.0,1322.0,17.0,1.0,0.0,0.0,0.0,25.55
670965,Vitinho,Brazil,Burnley,Right Back,24,2023/24,71,knee injury,2023-08-30,2023-09-25,26.0,,,,,,,
130164,Jordan Pickford,England,Everton,Goalkeeper,26,2020/21,80,chest injury,2021-01-28,2021-02-18,21.0,2880.0,32.0,3.0,0.0,0.0,0.0,55.66
130164,Jordan Pickford,England,Everton,Goalkeeper,27,2021/22,81,shoulder injury,2021-09-13,2021-09-27,14.0,3013.0,34.0,1.0,0.0,0.0,0.0,58.23
130164,Jordan Pickford,England,Everton,Goalkeeper,28,2022/23,82,thigh problems,2022-09-09,2022-09-27,18.0,3330.0,37.0,3.0,0.0,0.0,1.0,64.36
118534,Michael Keane,England,Everton,Center Back,27,2019/20,79,neck injury,2020-01-17,2020-01-20,3.0,2899.0,34.0,2.0,0.0,1.0,0.0,56.03
289446,Yerry Mina,Colombia,Everton,Center Back,25,2019/20,79,knee injury,2019-10-20,2019-11-02,13.0,1871.0,24.0,1.0,0.0,0.0,0.0,36.16
289446,Yerry Mina,Colombia,Everton,Center Back,25,2019/20,79,bruise,2019-12-06,2019-12-14,8.0,1871.0,24.0,1.0,0.0,0.0,0.0,36.16
289446,Yerry Mina,Colombia,Everton,Center Back,25,2019/20,79,muscle injury,2020-06-02,2020-06-30,28.0,1871.0,24.0,1.0,0.0,0.0,0.0,36.16
289446,Yerry Mina,Colombia,Everton,Center Back,25,2019/20,79,muscle injury,2020-07-13,2020-09-12,61.0,1871.0,24.0,1.0,0.0,0.0,0.0,36.16
289446,Yerry Mina,Colombia,Everton,Center Back,26,2020/21,79,calf injury,2021-02-18,2021-03-12,22.0,2002.0,25.0,3.0,0.0,4.0,1.0,38.69
289446,Yerry Mina,Colombia,Everton,Center Back,27,2021/22,79,thigh problems,2021-10-22,2021-11-30,39.0,1611.0,22.0,3.0,0.0,1.0,0.0,31.14
289446,Yerry Mina,Colombia,Everton,Center Back,27,2021/22,79,hamstring injury,2022-02-08,2022-04-11,62.0,1611.0,22.0,3.0,0.0,1.0,0.0,31.14
289446,Yerry Mina,Colombia,Everton,Center Back,27,2022/23,76,ankle injury,2022-08-06,2022-10-31,86.0,581.0,9.0,3.0,0.0,2.0,0.0,11.23
348623,Mason Holgate,Jamaica,Everton,Center Back,22,2019/20,77,calf injury,2020-07-07,2020-07-15,8.0,1099.0,15.0,2.0,0.0,0.0,2.0,21.24
348623,Mason Holgate,Jamaica,Everton,Center Back,22,2020/21,77,ankle injury,2020-09-18,2020-11-06,49.0,1668.0,21.0,5.0,0.0,1.0,1.0,32.24
348623,Mason Holgate,Jamaica,Everton,Center Back,24,2022/23,75,knee injury,2022-08-27,2022-10-16,50.0,2117.0,24.0,7.0,0.0,3.0,1.0,40.92
126664,Lucas Digne,France,Everton,Left Back,26,2019/20,83,calf injury,2020-02-09,2020-03-07,27.0,3156.0,37.0,5.0,1.0,1.0,5.0,61.0
126664,Lucas Digne,France,Everton,Left Back,27,2020/21,84,ankle injury,2020-11-26,2021-01-11,46.0,2208.0,25.0,5.0,1.0,0.0,8.0,42.67
68390,Séamus Coleman,Ireland,Everton,Right Back,30,2019/20,78,hamstring injury,2019-11-24,2019-12-14,20.0,2134.0,26.0,5.0,0.0,1.0,3.0,41.24
68390,Séamus Coleman,Ireland,Everton,Right Back,30,2019/20,78,hamstring strain,2020-03-02,2020-06-14,104.0,2134.0,26.0,5.0,0.0,1.0,3.0,41.24
68390,Séamus Coleman,Ireland,Everton,Right Back,31,2020/21,79,muscle injury,2020-10-17,2020-12-18,62.0,1491.0,24.0,0.0,0.0,0.0,1.0,28.82
68390,Séamus Coleman,Ireland,Everton,Right Back,31,2021/22,78,hamstring injury,2021-09-17,2021-10-15,28.0,2667.0,34.0,2.0,0.0,0.0,3.0,51.55
68390,Séamus Coleman,Ireland,Everton,Right Back,33,2022/23,75,knee injury,2023-05-01,2023-11-23,206.0,2429.0,30.0,2.0,0.0,1.0,0.0,46.95
182894,Jean-Philippe Gbamin,Cote d'Ivoire,Everton,Defensive Midfielder,24,2019/20,79,"hamstring injury, archilles tendon rupture and inner ligament injury",2019-08-18,2021-06-30,682.0,1509.0,18.0,3.0,0.0,0.0,2.0,29.17
221025,André Gomes,Portugal,Everton,Central Midfielder,26,2019/20,80,bruised ribs,2019-09-02,2019-10-04,32.0,1704.0,25.0,8.0,0.0,1.0,1.0,32.93
670710,André Gomes,Portugal,Everton,Central Midfielder,26,2019/20,80,bruised ribs,2019-09-02,2019-10-04,32.0,,,,,,,
221025,André Gomes,Portugal,Everton,Central Midfielder,26,2019/20,80,ankle injury,2019-11-04,2020-02-21,109.0,1704.0,25.0,8.0,0.0,1.0,1.0,32.93
670710,André Gomes,Portugal,Everton,Central Midfielder,26,2019/20,80,ankle injury,2019-11-04,2020-02-21,109.0,,,,,,,
221025,André Gomes,Portugal,Everton,Central Midfielder,27,2020/21,79,bruise,2020-09-27,2020-10-16,19.0,1397.0,21.0,5.0,0.0,0.0,1.0,27.0
670710,André Gomes,Portugal,Everton,Central Midfielder,27,2020/21,79,bruise,2020-09-27,2020-10-16,19.0,,,,,,,
221025,André Gomes,Portugal,Everton,Central Midfielder,28,2021/22,76,calf injury,2021-09-21,2021-12-05,75.0,1592.0,27.0,3.0,0.0,0.0,3.0,30.77
670710,André Gomes,Portugal,Everton,Central Midfielder,28,2021/22,76,calf injury,2021-09-21,2021-12-05,75.0,,,,,,,
221025,André Gomes,Portugal,Everton,Central Midfielder,29,2023/24,77,fitness,2023-08-13,2023-12-03,112.0,1159.0,19.0,6.0,0.0,4.0,2.0,22.4
670710,André Gomes,Portugal,Everton,Central Midfielder,29,2023/24,77,fitness,2023-08-13,2023-12-03,112.0,,,,,,,
316776,Tom Davies,Wales,Everton,Central Midfielder,21,2019/20,75,ill,2020-01-30,2020-02-04,5.0,,,,,,,
316776,Tom Davies,Wales,Everton,Central Midfielder,22,2020/21,75,bruise,2020-10-28,2020-11-04,7.0,,,,,,,
316776,Tom Davies,Wales,Everton,Central Midfielder,23,2021/22,75,knee injury,2021-11-19,2022-06-30,223.0,,,,,,,
90466,Gylfi Sigurdsson,Iceland,Everton,Attacking Midfielder,30,2019/20,80,knock,2019-12-08,2019-12-20,12.0,3100.0,39.0,2.0,0.0,6.0,5.0,59.91
90466,Gylfi Sigurdsson,Iceland,Everton,Attacking Midfielder,30,2019/20,80,groin injury,2020-01-12,2020-01-31,19.0,3100.0,39.0,2.0,0.0,6.0,5.0,59.91
242631,Alex Iwobi,Nigeria,Everton,Left winger,23,2019/20,77,hamstring injury,2019-12-23,2020-01-27,35.0,2551.0,43.0,0.0,0.0,5.0,3.0,49.3
242631,Alex Iwobi,Nigeria,Everton,Left winger,25,2021/22,76,calf injury,2021-10-01,2021-10-13,12.0,1608.0,32.0,0.0,0.0,2.0,1.0,31.08
242631,Alex Iwobi,Nigeria,Everton,Left winger,27,2023/24,76,hamstring injury,2023-08-20,2023-09-15,26.0,3372.0,43.0,3.0,0.0,5.0,4.0,65.17
503733,Anthony Gordon,England,Everton,Left winger,21,2022/23,74,ill,2022-12-29,2023-01-04,6.0,2979.0,40.0,11.0,0.0,7.0,2.0,57.58
378710,Richarlison,Brazil,Everton,Center Forward,22,2019/20,81,knee injury,2020-01-12,2020-01-30,18.0,3029.0,39.0,7.0,0.0,11.0,3.0,58.54
378710,Richarlison,Brazil,Everton,Center Forward,23,2020/21,81,head injury,2020-12-05,2020-12-31,26.0,2353.0,28.0,6.0,1.0,9.0,3.0,45.48
378710,Richarlison,Brazil,Everton,Center Forward,24,2021/22,81,knee injury,2021-09-13,2021-10-22,39.0,3135.0,37.0,8.0,0.0,11.0,2.0,60.59
378710,Richarlison,Brazil,Everton,Center Forward,24,2021/22,81,calf injury,2021-12-12,2022-01-12,31.0,3135.0,37.0,8.0,0.0,11.0,2.0,60.59
364135,Moise Kean,Italy,Everton,Center Forward,20,2019/20,75,knee injury,2020-07-17,2020-07-25,8.0,1081.0,30.0,2.0,0.0,7.0,1.0,20.89
306024,Dominic Calvert-Lewin,England,Everton,Center Forward,23,2020/21,80,muscle injury,2021-01-02,2021-01-26,24.0,2917.0,34.0,9.0,0.0,16.0,2.0,56.38
306024,Dominic Calvert-Lewin,England,Everton,Center Forward,23,2020/21,80,hamstring injury,2021-02-11,2021-02-19,8.0,2917.0,34.0,9.0,0.0,16.0,2.0,56.38
306024,Dominic Calvert-Lewin,England,Everton,Center Forward,24,2021/22,81,broken toe,2021-08-28,2021-12-31,125.0,2008.0,24.0,0.0,0.0,10.0,4.0,38.81
306024,Dominic Calvert-Lewin,England,Everton,Center Forward,25,2021/22,81,hamstring injury,2022-04-12,2022-04-30,18.0,2008.0,24.0,0.0,0.0,10.0,4.0,38.81
306024,Dominic Calvert-Lewin,England,Everton,Center Forward,25,2022/23,78,knee injury,2022-08-04,2022-10-03,60.0,1492.0,22.0,3.0,0.0,3.0,2.0,28.84
306024,Dominic Calvert-Lewin,England,Everton,Center Forward,25,2022/23,78,hamstring injury,2022-11-05,2022-12-28,53.0,1492.0,22.0,3.0,0.0,3.0,2.0,28.84
306024,Dominic Calvert-Lewin,England,Everton,Center Forward,25,2022/23,78,hamstring injury,2023-02-04,2023-04-20,75.0,1492.0,22.0,3.0,0.0,3.0,2.0,28.84
306024,Dominic Calvert-Lewin,England,Everton,Center Forward,26,2022/23,78,hamstring injury,2023-05-20,2023-06-20,31.0,1492.0,22.0,3.0,0.0,3.0,2.0,28.84
306024,Dominic Calvert-Lewin,England,Everton,Center Forward,26,2023/24,77,fitness and broken cheekbone,2023-08-01,2023-09-14,44.0,2071.0,30.0,3.0,0.0,5.0,2.0,40.03
306024,Dominic Calvert-Lewin,England,Everton,Center Forward,27,2023/24,77,ill,2024-04-25,2024-05-01,6.0,2071.0,30.0,3.0,0.0,5.0,2.0,40.03
45671,Cenk Tosun,Türkiye,Everton,Center Forward,28,2019/20,77,groin injury,2019-10-18,2019-10-27,9.0,796.0,18.0,3.0,0.0,3.0,1.0,15.38
45671,Cenk Tosun,Türkiye,Everton,Center Forward,28,2019/20,77,cruciate ligament surgery,2020-03-02,2020-10-26,238.0,796.0,18.0,3.0,0.0,3.0,1.0,15.38
343475,Ben Godfrey,England,Everton,Center Back,22,2020/21,75,hamstring injury,2020-10-26,2020-11-06,11.0,2175.0,24.0,4.0,1.0,0.0,0.0,42.04
343475,Ben Godfrey,England,Everton,Center Back,24,2022/23,76,broken fibula,2022-08-06,2022-11-05,91.0,1156.0,15.0,4.0,0.0,0.0,0.0,22.34
343475,Ben Godfrey,England,Everton,Center Back,25,2022/23,76,adductor injury,2023-04-30,2023-05-30,30.0,1156.0,15.0,4.0,0.0,0.0,0.0,22.34
127187,Abdoulaye Doucouré,Mali,Everton,Central Midfielder,28,2020/21,79,foot injury,2021-03-04,2021-05-07,64.0,2784.0,33.0,8.0,0.0,4.0,4.0,53.81
127187,Abdoulaye Doucouré,Mali,Everton,Central Midfielder,28,2021/22,79,stress reaction of the bone,2021-10-17,2021-11-28,42.0,2619.0,30.0,6.0,0.0,4.0,5.0,50.62
127187,Abdoulaye Doucouré,Mali,Everton,Central Midfielder,29,2022/23,77,hamstring injury,2022-08-13,2022-10-03,51.0,1785.0,29.0,2.0,0.0,0.0,0.0,34.5
127187,Abdoulaye Doucouré,Mali,Everton,Central Midfielder,30,2023/24,77,thigh problems,2023-12-17,2024-01-12,26.0,2940.0,37.0,11.0,1.0,11.0,4.0,56.82
88103,James Rodríguez,Colombia,Everton,Attacking Midfielder,29,2020/21,82,groin injury,2020-10-26,2020-11-06,11.0,1152.0,15.0,1.0,0.0,3.0,4.0,22.27
88103,James Rodríguez,Colombia,Everton,Attacking Midfielder,29,2020/21,82,calf strain,2020-12-06,2020-12-31,25.0,1152.0,15.0,1.0,0.0,3.0,4.0,22.27
88103,James Rodríguez,Colombia,Everton,Attacking Midfielder,29,2020/21,82,calf injury,2021-02-22,2021-04-01,38.0,1152.0,15.0,1.0,0.0,3.0,4.0,22.27
88103,James Rodríguez,Colombia,Everton,Attacking Midfielder,29,2020/21,82,calf injury,2021-05-01,2021-05-14,13.0,1152.0,15.0,1.0,0.0,3.0,4.0,22.27
404842,Vitaliy Mykolenko,Ukraine,Everton,Left Back,22,2021/22,76,Coronavirus,2022-02-07,2022-02-16,9.0,3443.0,40.0,4.0,0.0,2.0,5.0,66.54
404842,Vitaliy Mykolenko,Ukraine,Everton,Left Back,22,2022/23,76,muscle fatigue,2023-05-13,2023-06-05,23.0,2774.0,33.0,3.0,0.0,1.0,0.0,53.61
404842,Vitaliy Mykolenko,Ukraine,Everton,Left Back,24,2023/24,75,groin injury,2023-12-15,2023-12-22,7.0,2829.0,36.0,2.0,0.0,2.0,0.0,54.68
404842,Vitaliy Mykolenko,Ukraine,Everton,Left Back,24,2023/24,75,cold,2024-03-28,2024-04-01,4.0,2829.0,36.0,2.0,0.0,2.0,0.0,54.68
404842,Vitaliy Mykolenko,Ukraine,Everton,Left Back,24,2023/24,75,ankle injury,2024-04-25,2024-06-04,40.0,2829.0,36.0,2.0,0.0,2.0,0.0,54.68
424015,Nathan Patterson,Scotland,Everton,Right Back,19,2022/23,69,ankle injury,2022-09-21,2022-10-26,35.0,970.0,13.0,3.0,0.0,0.0,0.0,18.75
424015,Nathan Patterson,Scotland,Everton,Right Back,20,2023/24,72,hamstring injury,2024-04-15,2024-06-11,57.0,1533.0,29.0,6.0,0.0,0.0,2.0,29.63
288255,Donny van de Beek,Netherlands,Everton,Central Midfielder,24,2021/22,80,thigh problems,2022-03-31,2022-05-16,46.0,968.0,27.0,2.0,0.0,1.0,1.0,18.71
485706,Amadou Onana,Belgium,Everton,Defensive Midfielder,21,2022/23,75,leg injury,2023-04-14,2023-04-24,10.0,2241.0,35.0,5.0,0.0,1.0,1.0,43.31
485706,Amadou Onana,Belgium,Everton,Defensive Midfielder,22,2023/24,77,calf injury,2023-11-11,2023-12-08,27.0,3022.0,38.0,7.0,0.0,3.0,2.0,58.41
505219,James Garner,England,Everton,Defensive Midfielder,21,2022/23,72,back injury,2022-11-12,2023-02-09,89.0,495.0,10.0,2.0,0.0,0.0,2.0,9.57
